article,label
"Cloudy and cold with Nght
Snow today, High 25-30.
Cloudy and continued cold with
Show flurries and locally heavy’
Squalls tonight and Wednes-
day. Low tonight 10-15.

Extended forecast for Wednes
day, Jan, 25, through Sunday, Jan
30: Temperature will average 4-2
degrees below normal, rather cola
throughout period with Httle day
to day change, precipitation will
total 0.2 to 0.5 inch occurring most-
ly. as snow flurries tonight and
Wednesday and snow likely Friday,
snow flurties northern portion
Thursday.

Greenville Beeord

_ ‘Pemperatura for 24-hour period
ending at 8 a. m. today: Maximum
83: minimum, 14. -

Precipitation for 24-hour period
cndipg at 8 p. m. yesterday:.01.
 </s>",1
"Maximum temperatures for preceding calendar day; precipitation
for 24 hours ending at 5:30 a. m.; minimum temperatures for 12
hour period ending at 5:30 a. m.

West of divide—Considerable cloudiness, snow, northeast winds
of 20 to 30 m.p.h., occasional blowing and drifting snow most valleys
just west of the divide, cold. Lows 5-15, highs 15-25.

East of divide—Cold wave southeast, partly cloudy, occasional
light snow, northerly winds of 20 to 30 m.p.h. in west and south,
causing some drifting snow. Lows -5 to 5, highs 10-25.
 </s>",1
"Wisconsin—-Partly cloudy to-
night and Wednesday. scattered
thundershowers northwest and
along the Mississippi river late to-
[night or early Wednesday. Not
quite so cool tonight. somewhat
| Warmer Wednesday. Low tonight
4856, high Wednesday 70-75
Pnartheast, 15-80 southwest. Light
variable winds tonight, becoming
10-15 mph southeast to south
throughout the state Wednesday.

Stevens Point Temperatures

Week-end maximum, 11.

Week-end minimum. 42.

Noon today. 72.

Precipitation, 1.18 inches.

Five dav forecasis:
onsin, Minnesota and Iowa
-- Temperatures will average
3-6 degrees below normal over
northwest to near normal south-
east. Normal high 70 north to &0
south. Normal low 46 north to 37
south. Warmer Wednesday ex-
cept turning cooler extreme
northwest section, Cooler north-
west half Thursday and remain-
der of area Friday. Warming
trend western section over week-
end. Precipitation total.15-1.50
inches, occurring as showers
north and west Wednesday, south
and east Thursday. ending to-
wards end of week. Showers
again western section over week
end.

 

 
 </s>",1
"cay aalesra cape ae

WASHINGTON (#—Sen. George
(D - Ga) said today he is ‘very
much gralified at what 1 regard
as sigmifeant accomplishments”
Ivom secretary of stale Dulles’ re
cent trip lo Pi and Vienna,

George, chairman of the Senate
Foreign Relations Committee,
made thal comment lo newsmen
after Duiles hact spent an hour
and a half briefing the committed
on the hisloric events of his Bu.
ropean trip.

He would not, however, go inte
what the seeretary of stale lold
the senate

 

 

 
 </s>",0
"BUENOS AIRES (?—Maj, Gen.
Eduardo Lonardi made a trinm-
phal entry inte Buenos Aires today
its take control of the provisional
| zovernment of Argentina on behalf
iof the victorious rebels,

The airfield in suburban Palermo
was tightly guarded by troops and
police armed with machineguns.
A red carpet was rolled out for
Lonardi. Thousands of citizens
crewded around the airport limits,
cheering wildty and waving flags.
The military guards held them
‘back firm!y but made no move to
fdampen their enthusiasm.

BUENOS AIRES U—Argentina’s
capital prepared a gala welcome
today for Maj. Gen. Eduardo Lon-
ardi, conquerer of Juan Peron and
top man in the new government.

Lonard! arrives here by plane
fram his revolutionary headquar-

ters of Cordoba far his installation
as provisisnal president.

The revolution leader's entry into
Buenos Aires was preceded by an
order fram the provisianal govern-
ment for the arrest af all Peron
supporters in the national Con-
gress. Earlier. the new regime had
dissolved the Congress, in which
Peronista party members held all
34 Senate seats and ali but 12
places im the 155-member lower
house.

Violence flared here and in Ro-
saTio, Argentina's second largest
city, as students and other foes of
the ousted dictator maved to eradi-
cate evidences of Peron’s power.
Street fights occurred thraughout

| Buenes Aires vesterday despite ef-

faris of armed patrals to keep
crowds from gathering. Several
Peronista party ouildings were
wrecked. Pictures and busts of Pe
ton and his late wife Eva were
torn from walls and destroyed,

At Rosario, several people wers
 heaten up when Peronists attacked
a #roup cheermg a column of
troops. The soldiers restored order
and many Peron supporters were
, arrested. A short time later a Pe-
jronista demonstration was organ-
ized but police and rebel support-
ers quickly broke it up. It was one
of the few organized pro-Peron
demonstrations reported since the
revolution succeeded.

} Rebel authorities closed all Pe-
rouista. headquarters in Rosario
and surrounding Santa Fe prav-
ince.

The arrest of Peronista  con-
gressmen was said to be for “‘in-
vestigation’ and not as a retalis-
tory move. It was regarded as one
>of the strongest measures by the
new government to ward off possi
ble trouble from disgruntled Peron
supporters.
 </s>",0
"INDIANAPOLIS — Winter
started officially today at 10:12
a. m. EST with mild, cloudy.
weather in Indiana and chances
of a white Christmas began-going
down the drain.

The Weather Bureau sanldn't
see any signs of new snow before
Christmas, and the. climbing tem-
peratures expected during the rest
of the week may melt what snow
remains from the cold autumn
seaso.

South Bend. reported three
inches of snow left on the ground
this morning, but thawing tem-
peratures were forecast, for each
day until the holiday. One-inch
snow covers were reported at Fort
Wayne and Lafayette, and there
Was virtually none left around
Indianapolis. : ‘

High temperatures of 35 - 43
were expected today, 38-50 Fri-
day, and the outlook for Christ-
mas Eve was “partly cloudy and
mild.’’ - |

This’ morning’s lows ranged
from 17 at South Bend) to 20 at
Indianapolis.
 </s>",1
"The winter season started today
on a stormy, cold and wet note.

Rainstorms lashed Pacific coast-
al areas and floods threatened
many areas.

Cold weather clung to Northern
states although there was some
relief from the icy blasts of the
last several days.
 It was below zero again today
over most of New England and
wide sections of New York state.
Coldest spot early this morning
was Messena, N.Y., which report-
ed 30 degrees below zero.

Below - freezing temperatures
extended from southern North Car-
olina westward to eastern Okla-
homa, northeast Kansas and north-
west to northeast Montana.

Fairly warm Pacific air contin-
ued to give the Rockies and West-
ern Plains generally mild weather
for the first day of winter, with
readings in the 40s in Colorado,
Wyoming and parts of central
Montana.

The heavy rain and wind storms
struck areas from central Califor-
nia to western Oregon and Wash-
ington. Rainfall which measured
from 2 to 5 inches in western Ore-
gon blocked roads, closed some
schools and ‘forced evacuation of
some families living in the low-
lying areas.

The rain in northern California,
the heaviest in 15 years, flooded
rivers in northwest counties,
closed a dozen highways, flooded
sections of two communities and
cut off ground travel in the north
coastal area. Families were forced
from their homes in many sections
lof the storm belt,
 </s>",1
"By The Associated Presse

Temperatures over Texas Tues-
day were freezing or hear freez-
‘ing, f

The Rio Grande Valley, whieh
shad ice in places Monday morn-
Ing. escaped another frost,
A low of 37 degrees was record-
ed today at MeAllen. The heading
Was down to 26 near McAllen
Monday
First reports were that the Val-
lev, still harvestuig some winter
crops. eseaped serious damage in
Monday's cold weather A full as-
seasment Was not expected before
Wednesday.
| Monday's cold- came at a time
when it would do the least dam-
‘age. because most winter veee-
‘tables had been gathered.. a
Tt was ehilly over all Texas
“Tuesday with mercury dipping to
14 at Dalhart in the dlhgspicaese
Most Panhandle readings were

ar 20 Tuesday morning. hee
| €y Texas tempe atures Yar 6
a to the lower 40s.
Skies were clear over, the state.

  
 
 

 

    
   
 </s>",1
"— WASHINGTON (P-—President Fi-
senhower said today he absolutely
believes that within a reasonable
time the Salk vaccine can elimi-
nate polio in this country,

The President made his state-
ment of confidence at news con-
ference amid indications that some
supplies of the vaccine may be
released soon for resumption of
the inoculation program.

He said it was a doctors’ decl-
sion to double-check the manufac-
ture of the vaccine which caused
a postponement in inoculations.
As for the efficacy of the vaccine
itself, Eisenhower said he believes
absolutely it can do the job for
which it was intended.

He said there have been 52 cases
of polio in five million injections
land scientists want to learn
jwhether there is any relationship
of these cases to the vaccinations.
The Public Health Service an.
nounced shortly after Eisenhower's
news conference that the number
of confirmed cases among those
vaccinated had risen to 62 today.

Eisenhower said the scientists
= doctors are trying to be doubly
safe.

He remarked that he is no
scierttist and cannot speak as an
expert, but he added that he be.
‘lives within a reasonable time the
Salk vaccine will eliminate polio.

A team of Public Health Service
scientists was due in Detroit te
inspect vaccine manufacturing
methods at the Parke-Davis labor.
atories.

A reliable source here said it
would be reasonable to expect ac
‘tion late today or tomorrow § t
release some Parke-Davis vaccine
‘for public use, Supplies from other
manufacturers should be released
iby early next week, he added..

Pending rechecks at all vaccine
imanufacturing plants, U.S. Sur
igeon General Leonard A, Scheele
ines called for a halt in the nation
wide mass inoculation of school
children,
| Dr. Scheele has said he woul¢

MORE ON PAGE FIVE-A
 </s>",0
"   
 
  

| a Chicago Negro boy rested
their defense at 10:22 a.m, est
today,

The defense finished its case
after presenting six character wit-
nesses, three each for 24-year-old
Roy Bryant and his 36-year-old
half-brother, John W, Milam. At-
torneys are expected to begin ar-
guments to the jury before noon, |

Defendants did not testify.

Circuit Judge Curtis Swango
again overruled defense motions |
for a directed verdict of innocent. |

The judge then ordered a brief
recess before state prosecutors be-
gan their final summation to the
jury.

In Mississippi, the state opens
and closes the final arguments.
The defense argument is sand-
wiched between the state’s argu-
ments.

The half-brothers are accused of
murdering Emmett Louis Till, 14-
year-old Negro, and dumping his
weighted body into the muddy Tal-
lahatchie River.

Defense attorneys appeared con-
fident the all-male, all-white jury
would free Bryant and Milam—
principally, they felt, as a result |
of testimony by three defense wit-
nesses attacking the identification
of the battered body as that of Till. |

State attorneys privately voiced
Joubt they would get a guilty ver- |.
dict.

Acquittal, however, doesn’t end |’
‘he publicized Till case, The de- |
endants also face kidnap charges. | '
oe state rested its case yester-
ay. f

Mrs. Mamie Bradley, Till’s wid- 1]
ywed mother, gave the trial a dra- ||
natic moment yesterday after- | ¢
10on. She cried as she looked at i
jicture of the body, :
 She said it was her son “beyond
‘1a shadow of a doubt.”

But three defense witnesses eas
| doubt.

Sheriff H. C, Strider of Tallahat-
chie County said the body ap-
peared to have been in the river
“‘at least 10 days, if not 15.”

A country undertaker, H. D. Ma-

lone, estimated the time in the
water at 10-25 days.
Dr, L. B, Otken, a physician
from nearby Greenwood, put the
time at from eight days to two
weeks,

Defense attorneys asked Dr. Ot-
ken: “In your opinion, could any-
one have identified the body?”

Dr Otken answered: “I don't
think so.’

Q. If he had been his brother,
could he? A. I doubt it,

Q. His mother? A. I doubt it,
All three witnesses said the body
was bloated and badly y Bond

posed,

This was a critical point because
only three days elapsed from the
time Till was taken from his un-
cle’s home until the body was
found by a teen-aged fisherman,

The defense concentrated its
questioning on identification, the
heart of the state's case. If the
state failed in jurors’ eyes to prove
Till was murdered, Bryant and
Milam could not be convicted of
Killing him.

Earlier, Chatham said the state
would not seek the death penalty
“since a substantial part of its
-vidence is circumstantial.”

Thus, the defendants—if convict- |.
-d—faced a maximum of life im-|
rrisonment, unless the jury over-
urned precedent and ordered

leath without the state asking for
t

  

    
  
  
   
   
   
 </s>",0
"WASHINGTON (UP)—The Supreme Court today
ordered states to “make a prompt and reasonable start:
toward full compliance” with its historic decision outs,
lawing sevregation in public scheools.
 NEUES vn smedit sllow ase saumeemeett ©
the court saict in a unani*
mous opinion read by Chief!
Justice Earl Warren, local
federal district courts may
prant individual sch Q oO}
boards “additional time” to
nake the transition to inte-
‘grated schools in an orderly
| manner.

But the high tribunal said the
burden of proof rests upon the
choot beards “to establish thal
‘such time is necessary in the public
linterest and is consistent with
igood faith compliance at the car-
*liest practicable date.”

  

  

 

Weeds Dixie Pleas

The long-awaited decree-thus tov

niv accaunt the pleas of Southern

|states that they face cnormous

..problenis in changing over to inte-
grated schools. But the court made
jplain that it will not permit stalling

‘Isimply on the basis of regional dis.

plike fer the idea of towering racia!

» barriers.

i! Today's opinion was the follaw
»,up fo last year’s unanimous deci.
up by the high court thal segre.
gation in public schools is uncon:

2|stitutional even if equal facilities

t/are provided for white and Negrc

-tstudents.

 

 

 

 

 

 

It followed the recommendation:
tof the Justice Department, whic!
had urged that the court take }
rTmnands Bround between Negro de
mands for immediate school inte
5) gration and Southern states’ de
toands that mixing of the races b
postponed over a tong period.

The opinion directed lawer court
fo see to it that school boarc
“make a prompt and reasonab
start toward full compliance” wi
last year's decision outlawing se
regated schoo! systems.

Referring to Southern warnin;
that desegregation would lead
gtave problems and vigorous r
sistance in the South, the chi
jJustice said “it goes without sa
ing” that constitutional principl
“cannot be allowed to yield simp
“hecause of disagreement wi
‘d them.”

Ed! oe he caid lower courte “m:

 
'properly lake info account (he pub
{lie imerest in wie climination of
‘such obstactes in o systematic and,
{fective manner."".

Courts to Oversee ra
“Full implementation of these
seonstitutional principles may re-
|duire solution of varied local school-
problems,""’ he said. E

 

 

He said schoo} authorities have
(“primary responsibility’ for salv-,
jing these problems, but federal
jeourts will oversee the operation
Jand determine whether the siepa
Jtaken hy various school boards
“consti?.te good faith implementd-
tian” of the court's order.

 

He said the lower courts should
give weight to public and private
considerations involved in makin
: ‘|the transition to non-segregate
|school systems. But he said the
‘\burden rests on the local seh
tboards ta establish that a delay
needed.

The opinion made no provision,
however, for taking into account
{such faciors as the attitudes of
‘)Soulhern whites toward integration.

Warren noted that ""substantial
“steps to eliminate racial discrim.
{ination in ptblic schools have al-
Tl ready been taken.” He ciled prog:
ress made in Kansas, Delaware and
sjthe Di trict of Columbia.

n{ The high tribunal specifically or.
ajdered tower courts to require
,.|scheol authorities in Kansas, Vir
..{ginia, South Carolina and the Dis
trict of Columbia “to admit t
e\public schools on a racially non

discriminatory basis",0
"Fo hag kiya ai ee mee
Soviet Forelgn Minister V. M.
Molotey today called upon tho
Western powers 19 reduce their
armed forces ond iquidate their
foreign military bases without
waiting for an international agree-
mont on disarmament.

At tho same tine, the Soviet
leader told the U.N, Assenrbly that
Hussia ja giving carefal considera-
tton to President Eisenhower's pro+
posal for an “open sky” policy
af mutual aerial inspection of
Russlan and U. 8. territory.

He submitted a resolution urging
the Assembly to endorse a study
of the Eisenhower plan, along with
Proposals submitied by Russia,
Britain and France.

In a mafor policy speech, Molo-
tov pointed 1o recent Soviet ree
ductions of military forces and the
surrender of the Soviet naval base
of Porkkela to Finland. Then ke
called upon the other big powers
to show by similar deeds that they
really want to end the world arms

 

@ course,” he said,
“would undoubledly best meet the
need to call off the armaments
ace, build up confidence among
‘nations and rnd the cold war.’

Speaking of the Eisenhower geri
al inspection plan, he sald:

""We recognize the importance of
the President's proposals. We re-
gorda them as an expression of a
sincere desire to facilitate the so-
lution of the important prabvlem
af international control and mspee-
tion, And it Is from this point of
view that we are engaged in study.
ing this proposal and its variqus
aspects,’*
| He said Russia was parttenlarly
interested in finding out whether
the Eisenhower plan actually
‘would contribute to a reduction of
armaments and to the outlawing
of nuclear weapons,
| Molotov challenred a statement
by Secretary of State John Foster
Dunes yesterday that “limitation
of armament is virtually unattaln-
able,""
| “This statement,” he said,
“throws doubt on the work of the
disarmament commission set up
ae the General emi bly.

 

   
 </s>",0
"NEBRASKA, KANSAS, OKLA.
HOMA—Temperatures will aver-
age 2 to 4 degrees below normal
for the five-day period, Saturday
through Wednesday. Normal high
temperatures are Nebraska 73,
Kansas 51, Oklahoma 56. Cool]
Saturday and Saturday night but
warming trend Sunday, Monday
and Tuesday but cooler again by
Wednesday. Precipitation expect-
ed to be light in Nebraska.20
inch or less but heavier amounts
up to.40 inch in Kansas and 00
to.75 in Oklahoma. Light rain in
Oklahoma tonight and over dis-
trict again Monday or Tuesday.
 </s>",1
"UNITED NATIONS, N.Y. (UP)
The United States, Britain.and
France are preparing a strongly
worded resolution condemning -Is-
rael for its attack last week on
Syrian positions near the Sea of
Galilee, informed sources said to-
day.

The Western Big Three were ex-
pected to present the resolution
at this afternoon's session of the
Security Council when Syria an-
nounced it- would. demand eco-
nomic sanctions.against the Jewish
state,

Informed sources said the West-
ern Big. Three, who have- been
charged with maintaining peace in
the Middle East, would not go
along with Syria’s demand for
sanctions that would: cut off Is-
rael’s' financial..support from
abroad.

The council already had before
it a report from Maj. Gen, E.L.M.
Burns, chief U.N. Palestine truce
supervisor, calling the Israel ac-
tion a “deliberate violation’’ of. the
armistice agreement and warning
that it might bring on ‘full scale
hostilities.”.

Burns referred in his report to
last year’s attacks against Egyp-
tian ferces at Kibya and Gaza for
which the council condemned Js-
rael and said like those, ‘the Ti-
berias (Galilee) incident has been!
explained. by Isrdel..as.a ret:
tory. action. ona Jarge scale.’

“In these three cases,” he said,
“Israel forces have acted by sur-
prise, and, after striking a heavy
blow, they have returned to their
base.. There is, however, a risk
in such retaliatory action, namely,
that the attackers may not be able
to limit the extent of the. operation
to that planned.” -.

 

 
 </s>",0
"MONTANA (east) — Fair Fri
day; partly cloudy Friday nighl
and Saturday; rising temperature
trend: high Friday 50-69.

MONTANA (west) — Increasing
cloudiness, warmer Friday; high
50-60; few rain or snow shower:
mountains Friday; not so cool Sat.
urday; partly cloudy and warmer.
THE TABLE

Maximums are for the 12 hours.
minimums for the 18 hours ending
at 5:30 p.m. Thursday.
 </s>",1
"J VUEVCaseaVe Seer eye tt eee ll

' WEST TEXAS — Fair through Monday
nisht. Lowest 25-35 Monday night. except
around 15 over snow cover. Partly cloudy
and warmer Tuesday.

EASTD TEXAS—Rain in north portion
turning to snow in extreme northwest por-
tion Monday, Clearing late Monday aft-
ermoon and night. Colder with Jowest 26-32
north, 32-42 south portion Monday night.
Tuesday partly cloudy and warmer. Fresh
to locally strong northerly winds on the
coast. diminishing Monday night.

SOUTH CENTRAL TEXAS — Clearing
and colder Monday afternoon and night.
Lowest 30-40 in interior Monday night.
Tuesday partly cloudy and warmer. Fresh
to locally strong northerly winds on the
coast, diminishing Monday night.

NORTH CENTRAL TEXAS—Occasional
snow northeast early Monday. Clearing
late Monday afternoon and night. Colder
with lowest 18-28 northwest and 26-32 east
and south Monday night. Tuesday partly
cloudy and warmer.

{Official readings as recorded by WU. S.
 BM. iveaGay. —
Maximum humidity 100%: minimum hu-
midity 85%; humidity at 1:30 p.m. today
 </s>",1
"_ PITTSBURGH, April 27 P—
CIO United Stgelworkers today
notified 96 basic steel producing
companies that it intends to seek
unspecified pay boosts for 600,-
000 members employed in the basie
stee| industry.

David J. MeDonald, president of
the 1,250,000 member union, said
the notices were mailed yesterday.
Under the 1954 contract, steel
companies are required to begin
negotiations within 30 days after
the notice is received,

The contract runs for three
years, but contains a wage re-
opening clause,

The contract also provides that
the union is permitted to strike
in support of its pusition if no
agreement is reached by midnight
June 3,

McDonald said companies v hich
received reopening notices from
the union comprised the majority
of the basic steel industry,
 </s>",0
"The organized prayers of drouth-
stricken Texans and Oklahomans
swere answered today with millios-
dollar rains.

The downpours were laced with
winds and storms which were
blamed for at least six deaths in
Texas alone. But they seemed like
an answer from heaven to dust-
plagued farmers.

Meanwhile a May cold wave
threatened the northern Midwest
with frost and moved in on 80-
degree temperatures in the South-
east.

The townspeople of Lampasas,
Tex., and Hobart, Okla., had or-
ganized “prayers for rain” and
mass demonstrations of faith that
rains would come in hopes of end-
ing weeks of crop-baking drouth.

Prayers Answered

Their prayers were answered.

The rains came to Lampasas
Tuesday after radio station KCYL
organized its “prayers for rain”
day. All regular commercial pro-
grams had been cancelled while
ministers and laymen took turns
praying.

A steady rain began falling a
noon. In Lampases there was.
af an inck by late Tuesday night.
As much as an inch and a half
pelted the surrounding county and
2.75 inches swelled the nearby
Colorado River.

Prayers of thanks were broad-

cast over the radio station.
At Hobart, plagued by a three-
var drouth, upwards of 1,000 per-
sons wore raincoats and earried
umbrellas under cloudless skies
last Saturday to demonstrate their
faith that it would rain.

The rains which began in Texas
Sunday have been worth lterally
millions of dollars. Wide areas in
the state’s ceniral, north, and west-
ern sections received thorough
dousings,

  

 

 

 

Death Toll

But they also took thetr toll in
lives. At Paducah, Tex,, a man
and three women were killed when
their private plane lost a wing in
a thunderstorm and crashed.

Near Amarillo, a man was killed
in a fire apparently sparked by
Lghtning and a truckdriver was
Killed in a crash on a rain-slicked
toad near Dallas.

Tornado funnels were sighted
near Big Spring, Sundowz, and
Ropesville in Texas. and near Ho-
bart and Cogar in Oklahoma. But
no damage was reported. Ancther,
unconfirmed, twister was spotted
near Altoona, Pa.
 </s>",0
"Cloudy “with scattered snow
flurries tonight and Friday. ;
little warmer. Winds
northeasterly tonight. Low to
night 18-22 high Friday 34-40, *
 </s>",1
"By Associated Press

The House has voted to give
President Eisenhower the auth-
ority he asked to use our mili-
tary power, if necessary, in de-
fending Formosa and the near-
by Pescadores Islands.

The House’ speedily adopted
-anud sent to the Senate a res-
olution authorizing the Presi-
dent to use our armed forces,
in almost any way he sees fit,
to keep the Chinese Reds out
'ef Formosa and other islands
approaching to the Chinese Na-

tionalist stronghold.
| The Senate is expected to fol-
|low the House's example, and
jendorse the Formosa defense
| resolution — probably tomorrow.
| House approval of the Eisen-
hewer defense plan came on the
heels of pleas by House Demo-
cratic Leader John McCormack
and the GOP leader, Joseph
| Martin, for a unanimous vote.
| Other speakers stressed the gra-
i'vity of the situation and gener-
ally called for unity behind the
| President's policy.
Chairman James Richards of
‘the House Foreign Affairs Com-
| mittee told his colleagues they
were dealing with a pronounce-
iment exceeded in importance
;only by a declaration of war.
‘Another Democrat, William Col-
_mer of Mississippi said: “We
j;}must either give the President
the authority he seeks or get out
‘of the Western Pacific. There is
no other choice,”
 </s>",0
"Sub-freezing weather gripped the
Southland today in the wake of
snow storms which made parts of
Dixie look like Minnesota.

Meanwhile a surprise snow hog-
ged down Chicago traffic and frost
threatened to damage citrus crops
in the semi-tropical lower Rio
Grande Valley.

Winter showed little mercy to-
wards the Southeast, which has
been getting far more than its
accustomed share of snow, chilly
temperatures and blustery winds

Temperatures below the freezing
mark were forecast for the area
todav, along with snow in the
Appalachian Mountains and Ar-
kansas

The nippy weather even touched
the plush winter playground of
Miami, sending the temperature
skidding 15 degrees from 67 to 52
in less than an hour.

Chicago's snowfall! vesterday
didn’t amount to much more than
two inches, but it hit just as hordes
of city workers were starting the
rush hour drive home.

Traffic slowed to a bumper-to-
bumper crawl, cars were abandon-
ed and traffic accidents tripled. A
bus ride which normally takes
about half an hour was stretched
to three and a half hours.

On the Mexican border, frost had
already damaged okra and tomato
crops in the Brownsville, Tex.,
area had a light frost was forecast
for the entire lower Rio Grande
Valley.
 </s>",1
" 

 

BRIDGEPORT AND Vicinity
Considerable cloudiness today;
high, 70 to 75. Tonight. partly
cloudy; low, 55. Tomorrow, fair
with little change in temperature;
high 70 to 73.

NEW YORK crTY—Same as for
Bridgeport.

LONG ISLAND SOUND~Mod.
erate variable winds, becaming
moderate westerly tonight, Sea
mostly smooth, Visibitity fair.

EXTENDED FORECAST—Tem-
peratures de ve days
will average near the seasonal
normals of 72 and $4, Precipitation
will average about three-tenths of
an inch, eccurring xa showers ncar

 
 

 

    

 
 </s>",1
"BUENOS AIRES ~—UP— Gen,
Eduardo Lonardi officially takes
over the government of Argentina
Friday under Spartan conditions
and with a promise to render for-
mer President Juan D, Peron
harmlass, :

The handsome 59-year-old pro.
visional president, a retired major
general who became “chief of the
liberating revolution,’’ flies here
from Cordoba, his provincial Cap.
ital, to a flag-draped but heavily
jeuarded city still under a state
of siege and an & p.m. curfew, —

Troops, tanks and police patrol
led the streets in expectation of.
new outbreaks such as those of
Thursday Might when joyous
crowds surged through the streets
chanting.“Peron has gone” ang
“long live liberty,”
 Tne crowds, under the eves of
smiling police, ransacked head.
quarters of the ance all-powerful
Peronista party and hurled pice
tures of the former president and
his late wife, Uva, to the streety
 </s>",0
"FORECAST

KANSAS: Generally fair tonight and
Saturday; low tonight 30s northwest to
the lower 40s southeast; high Saturday
in the upper 70s southwest and in the
70s elsewhere.

OKLAHOMA: Fair and warmer,
clear to partly cloudy. little change in
temperature tonight and Saturday; low
tonight 40s high Saturday 7s.

FIVE DAY FORECAST

KANSAS, OKLAHOMA AND NE-
RBRASKA: For the period Friday night
through Wednesday temperatures will
average 1 to 4 degrees above normal
eastern portions and 4 to & degrees
above western portions of all three
states. Normal maximum Nebraska
mid-50s, Kansas around 60, and Okla-
homa mid-60s. Normal minimum Ne-
braska 25 to 30, Kansas 30 west to up-
per 30s east, and Oklahoma 35 north-
west to 45 southeast. Mild beginning
of period and turning colder about
weekend. Little or no precipitation ex-
pected.
 </s>",1
"T ind THE ASSOCIATED PRESS

Pennsylvanians sweltered
through their fifth straight’ day of
hot, muggy weather Wednesday as
the U.S. Weather Bureau forecast
more of the same for the rest of
the week,

“Prospects for any major change
in weather are slim,”’ the bureau
said. It went on to predict highs
@ the low 90s Thursday for North-
ern Tier counties, and slightly
higher for Southern Tier counties.

Early in the day a cool air mass
nosed down across the state's
northern border, but quickly re-
treated back to the central and
northern New York State region,
the Weather Bureau reported.

Along with the heat came black
Fiat lashed some parts of the Com-
monwealth with torrents of rain.

At State College a fierce  thun-
derstorm was reported with fre-
quent and vivid lightning. Storms
were also reported at Williamsport
—which held the state high of 100
degrees yesterday — ‘Philipsburg
and Altoona,

At Harrisburg. temperatures
edged over the 9) degree mark
ad in the afternoon, but tapered

as clouds piled up for thunder-
showers,

A brief thundershower in the aft-
ernoon brought some relief to the
Pittsburgh district. High for the
day was 85. It was the first day
since Saturday that the mercury
has failed to reach 90 degrees.

In Philadelphia, the high for the
day was 95, one degree under the
record for the date, set in 1900.
gery evening showers helped cool

ings off at least temporarily.

Showers or thunderstorms were
reported from the lower Missouri
Valley northeastward through the
Ohio Valley into New England and
southeastward into Florida. _

A heavy thunderstorm, accom-
panied by winds up to 60 MPH,
dumped more than two inches of
rain and a load of hail on Colum-
bus, Ohio.

G@ More than an inch of rain fell
at Farmington, Mo., and Jackson,
Tenn.

There was a scattering of show-
ers in the southern Rockies. |

Chicago had its seventh day in
a row of 90 or higher tempera-
tures. The official thermometer
there touched 90 at 1 p.m. EST.
But clouds and a shower dropped
the temperature to 83 at 3 p.m.

A 3% inch rain flooded part of
ie business district in Sterling,

Cooler air from the north in-
vaded New England.
 </s>",1
"NORTHEAST ARKANSAS—Part-
ly cloudy and continued warm this
afternoon, tonight and Friday with
isolated afternoon and evening
thundershowers. High this after-
noon, in mid 90s; low tonight in
low 70s.

MISSOURI — Generally fair this
afternoon becoming partly cloudy
with showers and thunderstorms
northwest tonight; Friday general-
ly fair south and central, partly
cloudy with showers and thunder-
storms extreme north; warmer
central and east this afternoon;
low tonight 70-75; high Friday 90
northwest to 95 southwest.

Maximum yesterday-—-65

Sunset today—7 16.
Mean temperature—-79.

a last 24 hours to 7 pm
Precipitation Jan, 1 to date—29.01.
This Date Last Year

Maximum yesterday—100.
Minimum this morning-—-75.
PO aps ag tation January 1 to date —
 </s>",1
"McKinney and Vicinity. — Part-
ly cloudy and warm Wednesday.
Highest temperature in the middle
90's. Lowest Tuesday night in the
middle 70's. Winds southerly 15
mph.

North Central Texas. — Partly
cloudy and warm Wednesday with
isolated evening thunderstorms ex-
treme northwest portion.

West Texas. — Partly cloudy
and warm Wednesday with widely
scattered thunderstorms mostly at
night.

East and South Central Texas.—
Partly cloudy and warm Wednes-
day.
 </s>",1
"DETROIT ® — Physicians at
Mt. Carmel Mercy Hospital today
planned an autopsy on Siamese
twin girls who died last night less
than a day and a half after they
were born,

Dr. Glen E,. Hause said indica-
tions were the babies died of re-
spiratory and circulatory failure.
 </s>",0
