source,target_candidate,tk_path_value,source_address,source_product,source_est_date,source_capital,source_bank,source_shareholder,source_firm_title,tk_address,tk_product,tk_est_date,tk_capital,tk_bank,tk_shareholder,tk_truth,tk_firm_title,pr_natural_text,tk_natural_text
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/2353.png,matched_tk_path_3,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0244_4_8_3_50428.png,長野市大字吉田1321電長野7411(代表)一4,一般放送,昭和26年12月,1億円(昭和29年3月),,"長野縣16,000新聞12,000毎日新聞9,070市7,220市5,800重太朗5,020縣町村會5,000市4,600市4,000",信越放送,而江津市新町一,度量衡器觀測器販賣,昭和廿二年九月,百萬圓三萬株〇,第四へ直江津く,,0,信越物産,信越放送は、昭和26年12月に設立された日本の企業です。この会社は長野市大字吉田1321電長野7411(代表)一4にあります。,信越物産は、昭和廿二年九月に設立された歴史ある日本の企業です。同社は度量衡器觀測器販賣を提供しています。この会社の資本金は約百萬圓三萬株〇です。この会社の取引銀行には、第四へ直江津くが含まれています。さらに、この会社は而江津市新町一にあります。
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/2353.png,matched_tk_path_4,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0258_1_5_0_53291.png,長野市大字吉田1321電長野7411(代表)一4,一般放送,昭和26年12月,1億円(昭和29年3月),,"長野縣16,000新聞12,000毎日新聞9,070市7,220市5,800重太朗5,020縣町村會5,000市4,600市4,000",信越放送,"岐阜市上加納四七〇〇	圃代表二局三四",一般放逘事業,昭和廿九年十一月,五千萬圓,十六、大垣芖立へ各岐阜,岐阜縣一六、〇〇〇株十六銀行六、〇〇〇株岐阜市四、〇〇〇株大垣芖立銀行四、〇〇〇株山田治一四、〇〇〇株,0,岐阜放送,信越放送は、昭和26年12月に設立された日本の企業です。この会社は長野市大字吉田1321電長野7411(代表)一4にあります。,"岐阜放送は、昭和廿九年十一月に設立された歴史ある日本の企業です。同社は一般放逘事業を提供しています。この会社の資本金は約五千萬圓です。この会社の取引銀行には、十六、大垣芖立へ各岐阜が含まれています。さらに、この会社は岐阜市上加納四七〇〇	圃代表二局三四にあります。"
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/2359.png,matched_tk_path_0,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0219_3_3_1_43561.png,長野市南県町657電長野4151・6331(各代表),日刊新聞發行販賣,,"3,000万円(昭和27年4月冫",八十二・勸銀,"信越化學工業4・302武雄1,220二銀行1,000電機製造750電力600同人會624",信濃毎日新聞,"長野市南縣町六五七	電代表長野四五、六亖一",日刊新聞紙發行,大正七年七月,五千萬圓,八十二、興銀各本店勸銀長野、,株主數一、六九〇く信越化學工業株七、一六七株小坂德三郞三、一六八株小坂武雄三、〇〇〇株八十二銀行二、〇〇〇株日本火災海上一、二六七株,1,信濃毎日斵聞爫,信濃毎日新聞は日本の企業です。同社は日刊新聞發行販賣を提供しています。この会社は長野市南県町657電長野4151・6331(各代表)にあります。,"信濃毎日斵聞爫は、大正七年七月に設立された歴史ある日本の企業です。同社は日刊新聞紙發行を提供しています。この会社の資本金は約五千萬圓です。この会社の取引銀行には、八十二、興銀各本店勸銀長野、が含まれています。さらに、この会社は長野市南縣町六五七	電代表長野四五、六亖一にあります。"
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/2359.png,matched_tk_path_1,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0219_3_0_3_43554.png,長野市南県町657電長野4151・6331(各代表),日刊新聞發行販賣,,"3,000万円(昭和27年4月冫",八十二・勸銀,"信越化學工業4・302武雄1,220二銀行1,000電機製造750電力600同人會624",信濃毎日新聞,小縣邴丸キ町丸子,,天正七年一月,一千萬圓,八十二へ丸子レ,へ株主數五三長野縣經濟協農組連合會一九、二〇〇株金子德夫一五、八四〇株金子八郞一三、八六〇株金子行德一三、二〇〇株下村桂一一三、二〇〇株,0,信濃絹絲紡績粍,信濃毎日新聞は日本の企業です。同社は日刊新聞發行販賣を提供しています。この会社は長野市南県町657電長野4151・6331(各代表)にあります。,信濃絹絲紡績粍は、天正七年一月に設立された日本の企業です。この会社は小縣邴丸キ町丸子にあります。
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/2359.png,matched_tk_path_2,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0184_5_15_2_35440.png,長野市南県町657電長野4151・6331(各代表),日刊新聞發行販賣,,"3,000万円(昭和27年4月冫",八十二・勸銀,"信越化學工業4・302武雄1,220二銀行1,000電機製造750電力600同人會624",信濃毎日新聞,"橫濱市磯子區森町六七八	圃三局六三〇",製ハン精肉加工副⻝品販賣,昭和廿一年四月,三百萬圓三萬口く,横濱杉田、,,0,信濃⻝品ェ業,信濃毎日新聞は日本の企業です。同社は日刊新聞發行販賣を提供しています。この会社は長野市南県町657電長野4151・6331(各代表)にあります。,"信濃⻝品ェ業は、昭和廿一年四月に設立された歴史ある日本の企業です。同社は製ハン精肉加工副⻝品販賣を提供しています。この会社の資本金は約三百萬圓三萬口くです。この会社の取引銀行には、横濱杉田、が含まれています。さらに、この会社は橫濱市磯子區森町六七八	圃三局六三〇にあります。"
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/2359.png,matched_tk_path_3,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0219_3_3_0_43560.png,長野市南県町657電長野4151・6331(各代表),日刊新聞發行販賣,,"3,000万円(昭和27年4月冫",八十二・勸銀,"信越化學工業4・302武雄1,220二銀行1,000電機製造750電力600同人會624",信濃毎日新聞,"須坂市龜住町一一五九	電須坂八〇七",製函包裝資材卸賣,昭和卅一年八月,百萬圓二百株く,八十二へ小布施,へ株主數一〇レ佐藤保山崎伊吉,0,信濃包裝,信濃毎日新聞は日本の企業です。同社は日刊新聞發行販賣を提供しています。この会社は長野市南県町657電長野4151・6331(各代表)にあります。,"信濃包裝は、昭和卅一年八月に設立された歴史ある日本の企業です。同社は製函包裝資材卸賣を提供しています。この会社の資本金は約百萬圓二百株くです。この会社の取引銀行には、八十二へ小布施が含まれています。さらに、この会社は須坂市龜住町一一五九	電須坂八〇七にあります。"
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/2359.png,matched_tk_path_4,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0219_3_2_0_43557.png,長野市南県町657電長野4151・6331(各代表),日刊新聞發行販賣,,"3,000万円(昭和27年4月冫",八十二・勸銀,"信越化學工業4・302武雄1,220二銀行1,000電機製造750電力600同人會624",信濃毎日新聞,"長野朮北石堂町匚五三	圃長野二亠三九",酒罐詰其他販賣,明治卅八年二月,百萬圓二萬株く,勸銀長野八十二昭和進長野信金,へ株主數五二レ米持熊司四、五五一株渡邊博・三、〇〇〇株,0,信濃酒罐,信濃毎日新聞は日本の企業です。同社は日刊新聞發行販賣を提供しています。この会社は長野市南県町657電長野4151・6331(各代表)にあります。,"信濃酒罐は、明治卅八年二月に設立された歴史ある日本の企業です。同社は酒罐詰其他販賣を提供しています。この会社の資本金は約百萬圓二萬株くです。この会社の取引銀行には、勸銀長野八十二昭和進長野信金が含まれています。さらに、この会社は長野朮北石堂町匚五三	圃長野二亠三九にあります。"
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/2361.png,matched_tk_path_0,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0049_3_13_0_6500.png,東京都中央区宝町3一7電京橋(56)1833・5262・6280・8031・8131,鑄鋼・鑄鐵・鍛鋼・砲金・各種バルブ・コツク・船舶用各種基本辨コツク類販賣,昭和23年12月,"1,000万円(昭和30年8月)",三菱(櫻橋)・富士(銀座)・協和(有樂町)第一(京橋)・埼玉(東京)22,"森正臣24,400德太郞14,250三次9,750雄七郞6,750",信和バルブ,"中央區寶町三ノ七	圃五六局八亖、五六二",船舶用機器ハルブ製作,昭和廿三年三月,一千五百萬圓,三菱櫻橋協和へ有樂町〇,𠆢株主數四〇く森正臣六一、一九〇株泉屋證劵株四八、〇〇〇株石井德太郞三六、七五〇株株吉野藤一一、三〇〇株,1,信和バルブ一,"信和バルブは、昭和23年12月に設立された歴史ある日本の企業です。同社は鑄鋼・鑄鐵・鍛鋼・砲金・各種バルブ・コツク・船舶用各種基本辨コツク類販賣を提供しています。この会社の資本金は約1,000万円(昭和30年8月)です。この会社の取引銀行には、三菱(櫻橋)・富士(銀座)・協和(有樂町)第一(京橋)・埼玉(東京)22が含まれています。さらに、この会社は東京都中央区宝町3一7電京橋(56)1833・5262・6280・8031・8131にあります。","信和バルブ一は、昭和廿三年三月に設立された歴史ある日本の企業です。同社は船舶用機器ハルブ製作を提供しています。この会社の資本金は約一千五百萬圓です。この会社の取引銀行には、三菱櫻橋協和へ有樂町〇が含まれています。さらに、この会社は中央區寶町三ノ七	圃五六局八亖、五六二にあります。"
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/2361.png,matched_tk_path_1,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0131_1_8_1_23258.png,東京都中央区宝町3一7電京橋(56)1833・5262・6280・8031・8131,鑄鋼・鑄鐵・鍛鋼・砲金・各種バルブ・コツク・船舶用各種基本辨コツク類販賣,昭和23年12月,"1,000万円(昭和30年8月)",三菱(櫻橋)・富士(銀座)・協和(有樂町)第一(京橋)・埼玉(東京)22,"森正臣24,400德太郞14,250三次9,750雄七郞6,750",信和バルブ,"天主寺區烏ケ辻二	直七七局九〇六二一",シヤツ製造販音,昭和廿八年十二月,百五十萬圓三千株く,富士へ阿倍野橋、中央相互大阪福德相互仐店住友、味原叮、,へ株主數一九一坂本茂明,0,信和ソヤソ一,"信和バルブは、昭和23年12月に設立された歴史ある日本の企業です。同社は鑄鋼・鑄鐵・鍛鋼・砲金・各種バルブ・コツク・船舶用各種基本辨コツク類販賣を提供しています。この会社の資本金は約1,000万円(昭和30年8月)です。この会社の取引銀行には、三菱(櫻橋)・富士(銀座)・協和(有樂町)第一(京橋)・埼玉(東京)22が含まれています。さらに、この会社は東京都中央区宝町3一7電京橋(56)1833・5262・6280・8031・8131にあります。","信和ソヤソ一は、昭和廿八年十二月に設立された歴史ある日本の企業です。同社はシヤツ製造販音を提供しています。この会社の資本金は約百五十萬圓三千株くです。この会社の取引銀行には、富士へ阿倍野橋、中央相互大阪福德相互仐店住友、味原叮、が含まれています。さらに、この会社は天主寺區烏ケ辻二	直七七局九〇六二一にあります。"
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/2361.png,matched_tk_path_2,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0262_4_13_0_54475.png,東京都中央区宝町3一7電京橋(56)1833・5262・6280・8031・8131,鑄鋼・鑄鐵・鍛鋼・砲金・各種バルブ・コツク・船舶用各種基本辨コツク類販賣,昭和23年12月,"1,000万円(昭和30年8月)",三菱(櫻橋)・富士(銀座)・協和(有樂町)第一(京橋)・埼玉(東京)22,"森正臣24,400德太郞14,250三次9,750雄七郞6,750",信和バルブ,"鳥羽市鳥羽町鳥羽九	五四	電鳥羽四二四",人造眞珠製造加工販賣,昭和廿五年十月,三百萬圓六萬株く,百五へ鳥羽〇三井へ丸ノ內勸銀伊㔟一,へ株主數二一く小田嶋修三二七、一〇〇株,0,鳥羽パl儿,"信和バルブは、昭和23年12月に設立された歴史ある日本の企業です。同社は鑄鋼・鑄鐵・鍛鋼・砲金・各種バルブ・コツク・船舶用各種基本辨コツク類販賣を提供しています。この会社の資本金は約1,000万円(昭和30年8月)です。この会社の取引銀行には、三菱(櫻橋)・富士(銀座)・協和(有樂町)第一(京橋)・埼玉(東京)22が含まれています。さらに、この会社は東京都中央区宝町3一7電京橋(56)1833・5262・6280・8031・8131にあります。","鳥羽パl儿は、昭和廿五年十月に設立された歴史ある日本の企業です。同社は人造眞珠製造加工販賣を提供しています。この会社の資本金は約三百萬圓六萬株くです。この会社の取引銀行には、百五へ鳥羽〇三井へ丸ノ內勸銀伊㔟一が含まれています。さらに、この会社は鳥羽市鳥羽町鳥羽九	五四	電鳥羽四二四にあります。"
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/2361.png,matched_tk_path_3,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0131_1_9_0_23260.png,東京都中央区宝町3一7電京橋(56)1833・5262・6280・8031・8131,鑄鋼・鑄鐵・鍛鋼・砲金・各種バルブ・コツク・船舶用各種基本辨コツク類販賣,昭和23年12月,"1,000万円(昭和30年8月)",三菱(櫻橋)・富士(銀座)・協和(有樂町)第一(京橋)・埼玉(東京)22,"森正臣24,400德太郞14,250三次9,750雄七郞6,750",信和バルブ,"東住吉區田邊東町三ノ	一九八電七九局二九二六",綿洋傘製造卸賣,咯和廿八年五月,二百萬圓二千口、,三和今里く,村瀨定吉,0,信和洋傘,"信和バルブは、昭和23年12月に設立された歴史ある日本の企業です。同社は鑄鋼・鑄鐵・鍛鋼・砲金・各種バルブ・コツク・船舶用各種基本辨コツク類販賣を提供しています。この会社の資本金は約1,000万円(昭和30年8月)です。この会社の取引銀行には、三菱(櫻橋)・富士(銀座)・協和(有樂町)第一(京橋)・埼玉(東京)22が含まれています。さらに、この会社は東京都中央区宝町3一7電京橋(56)1833・5262・6280・8031・8131にあります。","信和洋傘は、咯和廿八年五月に設立された歴史ある日本の企業です。同社は綿洋傘製造卸賣を提供しています。この会社の資本金は約二百萬圓二千口、です。この会社の取引銀行には、三和今里くが含まれています。さらに、この会社は東住吉區田邊東町三ノ	一九八電七九局二九二六にあります。"
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/2361.png,matched_tk_path_4,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0049_3_11_0_6494.png,東京都中央区宝町3一7電京橋(56)1833・5262・6280・8031・8131,鑄鋼・鑄鐵・鍛鋼・砲金・各種バルブ・コツク・船舶用各種基本辨コツク類販賣,昭和23年12月,"1,000万円(昭和30年8月)",三菱(櫻橋)・富士(銀座)・協和(有樂町)第一(京橋)・埼玉(東京)22,"森正臣24,400德太郞14,250三次9,750雄七郞6,750",信和バルブ,"中央區日本橋本町一ノ八	電二四局七〇一四",鋼材販賣,昭和廿八年四月,百六十萬圓へ三千二一百株〇,富士小舟町匚,へ株主數一二く藤村博一、〇〇〇株,0,信和商店,"信和バルブは、昭和23年12月に設立された歴史ある日本の企業です。同社は鑄鋼・鑄鐵・鍛鋼・砲金・各種バルブ・コツク・船舶用各種基本辨コツク類販賣を提供しています。この会社の資本金は約1,000万円(昭和30年8月)です。この会社の取引銀行には、三菱(櫻橋)・富士(銀座)・協和(有樂町)第一(京橋)・埼玉(東京)22が含まれています。さらに、この会社は東京都中央区宝町3一7電京橋(56)1833・5262・6280・8031・8131にあります。","信和商店は、昭和廿八年四月に設立された歴史ある日本の企業です。同社は鋼材販賣を提供しています。この会社の資本金は約百六十萬圓へ三千二一百株〇です。この会社の取引銀行には、富士小舟町匚が含まれています。さらに、この会社は中央區日本橋本町一ノ八	電二四局七〇一四にあります。"
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/2364.png,matched_tk_path_0,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0051_5_12_1_7028.png,東京都千代田区丸ノ内2一2丸ビル616号電和田倉(20)1970一9,眞珠貝採取運搬保管賣買等,昭和27年12月,"5,000万円(昭和27年12月)",,"栗林商會10,000易10,000漁業8本忠司4,000000",真珠貝採取,"千代田區丸ノ內二ノ二	圃局一九七〇九",眞珠貝採取保管賣買,昭利廿七年十二月,五千萬圓,東京日比谷、,へ株主數四三く株栗林商會一〇、〇〇〇株大洋漁業株九、〇〇〇株,1,眞珠貝採取,真珠貝採取は、昭和27年12月に設立された日本の企業です。この会社は東京都千代田区丸ノ内2一2丸ビル616号電和田倉(20)1970一9にあります。,"眞珠貝採取は、昭利廿七年十二月に設立された歴史ある日本の企業です。同社は眞珠貝採取保管賣買を提供しています。この会社の資本金は約五千萬圓です。この会社の取引銀行には、東京日比谷、が含まれています。さらに、この会社は千代田區丸ノ內二ノ二	圃局一九七〇九にあります。"
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/2364.png,matched_tk_path_1,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0051_5_13_0_7030.png,東京都千代田区丸ノ内2一2丸ビル616号電和田倉(20)1970一9,眞珠貝採取運搬保管賣買等,昭和27年12月,"5,000万円(昭和27年12月)",,"栗林商會10,000易10,000漁業8本忠司4,000000",真珠貝採取,"中央區京橋三ノ三	電五局匡〇二、七四七",眞珠輸出,昭和廿七年十月,二出資額,チヤ丨タ丨ドへ東京第一京橋レ,,0,眞珠貿易一,真珠貝採取は、昭和27年12月に設立された日本の企業です。この会社は東京都千代田区丸ノ内2一2丸ビル616号電和田倉(20)1970一9にあります。,"眞珠貿易一は、昭和廿七年十月に設立された歴史ある日本の企業です。同社は眞珠輸出を提供しています。この会社の資本金は約二出資額です。この会社の取引銀行には、チヤ丨タ丨ドへ東京第一京橋レが含まれています。さらに、この会社は中央區京橋三ノ三	電五局匡〇二、七四七にあります。"
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/2364.png,matched_tk_path_2,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0021_2_4_1_387.png,東京都千代田区丸ノ内2一2丸ビル616号電和田倉(20)1970一9,眞珠貝採取運搬保管賣買等,昭和27年12月,"5,000万円(昭和27年12月)",,"栗林商會10,000易10,000漁業8本忠司4,000000",真珠貝採取,"武藏野市吉祥寺六〇〇	圃武藏野三二四九",染料及工業藥品販賣,昭和丗年四月,百萬圓三千株く,東京都民丶埼玉へ各靑梅一,へ株主數一〇レ宮原總一郞,0,靑梅昌榮化成,真珠貝採取は、昭和27年12月に設立された日本の企業です。この会社は東京都千代田区丸ノ内2一2丸ビル616号電和田倉(20)1970一9にあります。,"靑梅昌榮化成は、昭和丗年四月に設立された歴史ある日本の企業です。同社は染料及工業藥品販賣を提供しています。この会社の資本金は約百萬圓三千株くです。この会社の取引銀行には、東京都民丶埼玉へ各靑梅一が含まれています。さらに、この会社は武藏野市吉祥寺六〇〇	圃武藏野三二四九にあります。"
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/2364.png,matched_tk_path_3,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0192_4_12_1_37297.png,東京都千代田区丸ノ内2一2丸ビル616号電和田倉(20)1970一9,眞珠貝採取運搬保管賣買等,昭和27年12月,"5,000万円(昭和27年12月)",,"栗林商會10,000易10,000漁業8本忠司4,000000",真珠貝採取,"名古屋市中區丸田町六ノ	一五	圃四局二七、五四四",玩具人形卸賣,昭和十五年十月,百二十萬圓へ二百四十口ン,東海本店、,出資者數二〇く井上市之助二六口村瀨松次二四口,0,裘知玩具,真珠貝採取は、昭和27年12月に設立された日本の企業です。この会社は東京都千代田区丸ノ内2一2丸ビル616号電和田倉(20)1970一9にあります。,"裘知玩具は、昭和十五年十月に設立された歴史ある日本の企業です。同社は玩具人形卸賣を提供しています。この会社の資本金は約百二十萬圓へ二百四十口ンです。この会社の取引銀行には、東海本店、が含まれています。さらに、この会社は名古屋市中區丸田町六ノ	一五	圃四局二七、五四四にあります。"
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/2364.png,matched_tk_path_4,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0256_2_9_2_52825.png,東京都千代田区丸ノ内2一2丸ビル616号電和田倉(20)1970一9,眞珠貝採取運搬保管賣買等,昭和27年12月,"5,000万円(昭和27年12月)",,"栗林商會10,000易10,000漁業8本忠司4,000000",真珠貝採取,"彥根市五番町四〇	圃彥根一二二四",鮮魚加工水產物及靑果物卸賣,昭和廿五年六月,百萬圓二萬株く,滋賀彥根く,加藤重三郞四、〇〇〇株,0,彥根中央魚市場,真珠貝採取は、昭和27年12月に設立された日本の企業です。この会社は東京都千代田区丸ノ内2一2丸ビル616号電和田倉(20)1970一9にあります。,"彥根中央魚市場は、昭和廿五年六月に設立された歴史ある日本の企業です。同社は鮮魚加工水產物及靑果物卸賣を提供しています。この会社の資本金は約百萬圓二萬株くです。この会社の取引銀行には、滋賀彥根くが含まれています。さらに、この会社は彥根市五番町四〇	圃彥根一二二四にあります。"
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/2367.png,matched_tk_path_0,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0174_2_3_2_32938.png,"兵庫県姫路市駅前町202電姫路4600一3・5(市約勺1,500","一般乘合貸切自動車運送事業,乘用自動車運送事業",,3億円(昭和28年4月),神戶・住友・三菱,"山陽電鐵246,620銀行52,500合同自動車勞組26,124海上火災20,000重次17,770村17,500國男12,500二郞12,140火災海上10,000ぃすジ自動車10,000",神姫合同自動車,"神戶市兵庫區湊町一丁目	高架下	圃代表五局九三一",,昭和廿六年一月,亠ハ百萬圓,神戶、三菱へ各兵庫,へ株主數三五、城本繁太郞,0,神貨自動車,"神姫合同自動車は日本の企業です。同社は一般乘合貸切自動車運送事業,乘用自動車運送事業を提供しています。この会社は兵庫県姫路市駅前町202電姫路4600一3・5(市約勺1,500にあります。","神貨自動車は、昭和廿六年一月に設立された日本の企業です。この会社は神戶市兵庫區湊町一丁目	高架下	圃代表五局九三一にあります。"
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/2367.png,matched_tk_path_1,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0174_2_5_0_32942.png,"兵庫県姫路市駅前町202電姫路4600一3・5(市約勺1,500","一般乘合貸切自動車運送事業,乘用自動車運送事業",,3億円(昭和28年4月),神戶・住友・三菱,"山陽電鐵246,620銀行52,500合同自動車勞組26,124海上火災20,000重次17,770村17,500國男12,500二郞12,140火災海上10,000ぃすジ自動車10,000",神姫合同自動車,"姬路市驛前町二〇二	電姬路四六〇〇四",乘合貸切郵便運送,昭和二年八月,四億圓,神戶、日本長期信用、住友以上各姬路く,株主數二、五八一く稻井稔,1,神姬自動車,"神姫合同自動車は日本の企業です。同社は一般乘合貸切自動車運送事業,乘用自動車運送事業を提供しています。この会社は兵庫県姫路市駅前町202電姫路4600一3・5(市約勺1,500にあります。","神姬自動車は、昭和二年八月に設立された歴史ある日本の企業です。同社は乘合貸切郵便運送を提供しています。この会社の資本金は約四億圓です。この会社の取引銀行には、神戶、日本長期信用、住友以上各姬路くが含まれています。さらに、この会社は姬路市驛前町二〇二	電姬路四六〇〇四にあります。"
/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/record_linkage_clean_dataset/pr_title_crop_6725/2367.png,matched_tk_path_2,/mnt/122a7683-fa4b-45dd-9f13-b18cc4f4a187/yxm/japan_end_to_end_pipeline/tk-digitization-pipeline/tk1957_correct_order/title_images_v2/tk1957_0228_4_2_1_45707.png,"兵庫県姫路市駅前町202電姫路4600一3・5(市約勺1,500","一般乘合貸切自動車運送事業,乘用自動車運送事業",,3億円(昭和28年4月),神戶・住友・三菱,"山陽電鐵246,620銀行52,500合同自動車勞組26,124海上火災20,000重次17,770村17,500國男12,500二郞12,140火災海上10,000ぃすジ自動車10,000",神姫合同自動車,"那須郡黑磯町黑磯	電黑磯一",乘用旅客自動車運逘,昭和十二年六月,三百萬圓六萬株く,足利へ黑磯、,株主數二三く小平重吉九、三三〇株,0,郉須亼同自動車一,"神姫合同自動車は日本の企業です。同社は一般乘合貸切自動車運送事業,乘用自動車運送事業を提供しています。この会社は兵庫県姫路市駅前町202電姫路4600一3・5(市約勺1,500にあります。","郉須亼同自動車一は、昭和十二年六月に設立された歴史ある日本の企業です。同社は乘用旅客自動車運逘を提供しています。この会社の資本金は約三百萬圓六萬株くです。この会社の取引銀行には、足利へ黑磯、が含まれています。さらに、この会社は那須郡黑磯町黑磯	電黑磯一にあります。"
